,Template,Frequency,Class
19031,[N:1]-[S:2]>>[N:1]-[Na].F-C(-F)(-F)-S(=O)(=O)-O-[S:2]_00_00_00,13,19032
19032,[C:1]-[O:4].[O:2]-[C:3]>>[C:1]-[O:2].[C:3]-[O:4]_0000_0000_0000,13,19033
19033,[n:1]:[c:4]:[c:5]:[c:6]:[n:2]:[n:3]>>[N:1].[n:2]:[n:3].C-N(-C)-[C:4]=[C:5]-[C:6]=O_201000_000000_000000,13,19034
19034,[N:3].[N:1]-[C:2]>>[N:1].O=[C:2].F-C(-F)(-F)-C(=O)-[N:3]_1-1-1_000_000,13,19035
19035,[c:6]-[C:4]1-[C:5]-[N:3]-[C:2]=[N:1]-1>>[N:1]-[C:2]=[N:3].O=[C:4]-[C:5]-[c:6]_200000_000000_000000,13,19036
19036,[O:3].[c:1]-[c:2]>>Br-[c:1].O-B(-O)-[c:2].[O:3]-C-c1:c:c:c:c:c:1_00-1_000_000,13,19037
19037,[C:2]-[C:3]=[O:1]>>[O:1].C-[Si](-C)(-C)-[C:2]#[C:3]_2-30_000_000,13,19038
19038,[c:4]1:[c:3]:[n:1]:[n:2]:[c:5]:[c:6]:1>>[N:1]-[N:2].O=[C:3]-[C:4].O-[C:5]-[C:6]=O_210200_000000_000000,13,19039
19039,[C:1]-[N:2]>>Cl-[C:1].C-C(=O)-[N:2]_00_00_00,13,19040
19040,[S:1]-[C:2]>>[S:1].O-[C:2]_10_00_01,13,19041
19041,[N:1]-[C:2]>>[N:1].C-c1:c:c(-C):n(-[C:2]):n:1_10_00_00,13,19042
19042,[K:1]-[n:2]>>[K:1].[n:2]_01_00_00,13,19043
19043,[O:3]-[B:2](-[O:4])-[c:1]>>I-[c:1].C-C-C-C-O-[B:2](-[O:3]-C-C-C-C)-[O:4]-C-C-C-C_00-1-1_0000_0000,13,19044
19044,[c:3]1:[c:1]:[c:2]:[o:5]:[n:4]:1>>[C:1]#[C:2].Cl\[C:3]=[N:4]\[O:5]_00001_00000_00000,13,19045
19045,[C:2]-[C:3]-[O:1]>>[O:1].[c:2]:[c:3]_1-10_000_000,13,19046
19046,[N:1]-[C:2]>>[N:1].[C:2]-n1:c:c:n:c:1_20_10_00,13,19047
19047,[N:2]-[C:3].[N:1]-[C:4]>>[N:1].[N:2].C-C-O-[C:3].C-C-O-[C:4]_1100_0000_0000,13,19048
19048,[O:2].[c:1]-[c:3]>>Cl-[c:1].O-B(-[O:2])-[c:3]_0-10_000_000,13,19049
19049,[c:2]1:[c:3]:[c:4]:[c:5]:[n:1]:1>>[N:1].O=[C:2]-[C:3].Br-[C:4]-[C:5]=O_30210_10000_00000,13,19050
19050,[O:3].[N:1]-[C:2]>>[N:1].I-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_10-1_000_000,13,19051
19051,[c:1]-[N:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[c:1].[N:2]=C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_0-1_00_00,13,19052
19052,[c:4]1:[n:3]:[c:1]:[c:2]:[s:5]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]_10200_00000_00000,13,19053
19053,[N:1]-[C:2]>>[N:1].[C:2]-n1:c:n:c:n:1_10_00_00,13,19054
19054,[n:1]:[n:4]:[c:3]:[n:2]>>[n:1].[N:2].C-O-[C:3](-O-C)-[N:4](-C)-C_0200_0000_0000,13,19055
19055,[O:3].[O:1]-[C:2]>>[O:1].O-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_10-1_000_000,13,19056
19056,[O:3].[n:1]-[C:2]>>[n:1].Br-[C:2].[O:3]-C1-C-C-C-C-O-1_10-1_000_000,13,19057
19057,[O:3].[O:1]-[C:2]>>[O:1].C-C-O-[C:2].C-C(=O)-[O:3]_10-1_000_000,13,19058
19058,[c:4]1:[n:3]:[c:2]:[n:1]:[c:6]:[c:5]:1>>[N:1]-[C:2]=[N:3].C-N(-C)/[C:4]=[C:5]\[C:6]=O_201000_000000_000000,13,19059
19059,[c:2]:[c:3]:[o:1]>>[O:1].[C:2].F-C(-F)(-F)-C(=O)-O-[C:3]=O_120_000_000,13,19060
19060,[O:1]=[C:2]-[C:3]>>[O:1].N-[C:2]=[C:3]_20-1_000_000,13,19061
19061,[n:1]-[O:2]>>[n:1].O-O-C(=O)-c1:c:c:c:c:c:1-C(=O)-[O]-[Mg]-[O]-C(=O)-c1:c:c:c:c:c:1-C(=O)-O-[O:2]_01_-11_00,13,19062
19062,[c:2]:[s:4]:[c:3]:[n:1]>>[N:1].Br-[c:2].C-C-O-[C:3]-[S:4]-[K]_1000_0000_0000,13,19063
19063,[c:1]-[C:2]>>I-[c:1].C-C-B(-[C:2])-C-C_00_00_00,13,19064
19064,[n:3].[N:1]-[C:2]>>[N:1].O-[C:2].O=S(=O)(-[n:3])-c1:c:c:c:c:c:1_10-1_000_000,13,19065
19065,[C:1]-[N:2]>>Cl-[C:1].C-[N:2]_00_00_00,13,19066
19066,[Cl:1]-[c:2]:[n:3]>>Cl-C(-Cl)(-Cl)-[Cl:1].O=[c:2]:[n:3]_001_000_000,13,19067
19067,[O:3].[C:1]-[C:2]>>[c:1]:[c:2].[O:3]-C-c1:c:c:c:c:c:1_-1-1-1_000_000,13,19068
19068,[c:1]-[Br:2]>>C-[Si](-C)(-C)-[c:1].O=C1-C-C-C(=O)-N-1-[Br:2]_00_00_00,13,19069
19069,[N:2].[N:1]-[C:3]>>[N:1].C-C(-C)(-C)-O-C(=O)-[N:2].O=[N+](-[O-])-c1:c:c:c(-O-[C:3]):c:c:1_1-10_000_000,13,19070
19070,[O:1]-[C:2]>>[O:1].C-O-c1:c:c:c(-C(-O-[C:2])(-c2:c:c:c:c:c:2)-c2:c:c:c(-O-C):c:c:2):c:c:1_10_00_00,13,19071
19071,[c:3]1:[c:4]:[c:5]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-O-[C:3]-[C:4]-[C:5]=O_11010_00000_00000,13,19072
19072,[c:4]:[c:1]:[c:2]:[s:3]>>[C:1]#[C:2].O=c(:[s:3]):o:[c:4]_0000_0000_0000,13,19073
19073,[C:1]-[C:2]-[C:3]-[C:4]>>[C:1]=[C:2]/[C:3]=[C:4]_-1-1-1-1_0000_0000,13,19074
19074,[C:3]-[C:2](=[O:4])-[c:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[c:1].C-C-C-[CH2]-[Sn](-[CH2]-C-C-C)(-[CH2]-C-C-C)-[C:2](=[C:3])-[O:4]-C-C_00-10_0000_0000,13,19075
19075,[O:1]=[c:2]:[n:3]>>[O:1].C-S-[c:2]:[n:3]_20-1_000_000,13,19076
19076,[N:1]-[c:2].[n:3]:[n:4]>>[N:1].Cl-[c:2].[n:3]:[n:4]_101-1_0000_0000,13,19077
19077,[n:1]-[C:2]>>[n:1].C-C-O-[C:2]_10_00_00,13,19078
19078,[c:3]1:[c:4]:[c:5]:[o:2]:[n:1]:1>>[N:1]-[O:2].C-N(-C)/[C:3]=[C:4]/[C:5]=O_21000_00000_00000,13,19079
19079,[n:3].[n:1]-[C:2]>>[n:1].Br-[C:2].C-C(-C)(-C)-O-C(=O)-[n:3]_10-1_000_000,13,19080
19080,[O:3].[c:1]:[c:5]:[c:4]:[n:2]>>[c:1].N-[N:2].[O:3]-[C:4]=[C:5]_10-101_00000_00000,13,19081
19081,[O:1]-[C:2]>>[Li]-[O:1].Br-[C:2]_00_00_00,13,19082
19082,[C:1]-[C:2]=[O:3]>>C-C-O-C(=O)-[C:1]=[C:2]-[O:3]_-201_000_000,13,19083
19083,[N:1]-[C:2]>>[N:1].O=[N+](-[O-])-c1:c:c:c(-O-[C:2]):c:c:1_20_10_00,13,19084
19084,[C:1]-[P:3]=[O:2]>>Br-[C:1].[O:2]-[P:3]_000_0-10_000,13,19085
19085,[C:1]-[S:4]-[c:3]:[n:2]>>O-[C:1].[n:2]:[c:3]=[S:4]_0100_0000_0000,13,19086
19086,[c:1]1:[c:2]:[c:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[C:3]=[N:4]=[N:5]_001-10_0001-1_00000,13,19087
19087,[O:3].[c:1]-[Br:2]>>[c:1].Br-[Br:2].C-[O:3]_10-1_000_000,13,19088
19088,[C:1]-[C:2]>>[C:1].C-C-C(=O)-O-[C:2]_10_00_00,13,19089
19089,[N:2].[c:1]-[C:3]>>Br-[c:1].O=S(=O)(-[N:2])-O-[C:3]_0-10_000_000,13,19090
19090,[S:1]-[S:2]>>[S:1].Cl-[S:2]_10_00_00,13,19091
19091,[N:3].[N:1]-[C:2]>>[N:1].I-[C:2].C-C(=O)-[N:3]_10-1_000_000,14,19092
19092,[O:1]-[C:2]>>[O:1].C-C-[O+](-[C:2])-C-C_10_00_00,14,19093
19093,[c:1]-[F:2]>>Br-[c:1].[Cs]-[F:2]_00_00_00,14,19094
19094,[C:1]=[C:2]>>[C:1]-[C:2]_11_00_02,14,19095
19095,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].C-O-C(=O)-N=[C:3]-S-C_120_000_000,14,19096
19096,[N:7]-[c:6]1:[c:5]:[c:4]:[n:3]:[c:2]:[n:1]:1>>[N:1]-[C:2]=[N:3].C-C-O-[C:4]=[C:5]-[C:6]#[N:7]_201000-2_0000000_0000000,14,19097
19097,[c:2]:[n:4]:[c:3]:[n:1]>>[N:1].O-[C:2].[C:3]#[N:4]_200-1_0000_0000,14,19098
19098,[N:2]-[C:3]-[O:1]>>[O:1].[N:2].O=C1-C-C-C(=O)-N-1-O-[C:3]-O-N1-C(=O)-C-C-C-1=O_110_000_000,14,19099
19099,[I:1]-[c:2]>>I-[I:1].O-C(=O)-[c:2]_00_00_00,14,19100
19100,[C:4]-[N:1]=[C:2]-[N:3]>>[N:1]-[C:2]=[N:3].O=[N+](-[O-])-c1:c:c:c(-O-[C:4]):c:c:1_20-10_0000_0000,14,19101
19101,[c:1]:[n:2]:[c:3]:[c:4]>>Br-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,14,19102
19102,[C:1]-[C:2]-[C:3]>>[C:1]-[Mg]-[I].[C:2]=[C:3]_00-1_000_000,14,19103
19103,[c:1]1:[n:2]:[c:3]:[n:4]:[n:5]:1>>C-C-O-[C:1]=[N:2].O=[C:3]-[N:4]-[N:5]_01011_00000_00000,14,19104
19104,[c:1]-[c:2]>>Br-[c:1].[O-]-B(-[O-])-[c:2]_00_00_00,14,19105
19105,[O:1]=[C:2]>>[O:1].Br-[C:2]_21_00_00,14,19106
19106,[C:2]-[C:1]-[C:3]>>[C:1].Br-[C:2].Cl-[C:3]_200_000_000,14,19107
19107,[c:4]:[c:3]:[c:2]:[n:1]>>O=[N:1]-[O-].C-O-[C:2]-[C:3]=[C:4]_-1000_1000_0000,14,19108
19108,[c:2]1:[n:3]:[c:4]:[c:5]:[c:6]:[n:1]:1>>[N:1]-[C:2]=[N:3].C-C-O-[C:4]=[C:5]-[C:6]-O-C-C_101000_000000_000000,14,19109
19109,[n:1]-[C:2]>>[n:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_10_00_01,14,19110
19110,[C:1]-[C:2]-[O:5]-[C:4]=[N:3]>>[C:1]=[C:2].[N:3]-[C:4]=[O:5]_-10100_00000_00000,14,19111
19111,[n:1]-[C:2].[N:3]=[c:4]>>[n:1].I-[C:2].[N:3]-[c:4]_0010_0000_0000,14,19112
19112,[c:1]1:[c:2]:[c:5]:[n:4]:[n:3]:1>>[C:1]#[C:2].[N:3]-[n:4]:[c:5]_00201_00010_00000,14,19113
19113,[c:3]:[c:4]:[n:2]:[n:1]>>[N:1].O=[N:2]-[O]-[Na].[C:3]=[C:4]_2001_0000_0000,14,19114
19114,[O:1]-[C:2]>>[O:1].Br-c1:c:c:c(-S(=O)(=O)-O-[C:2]):c:c:1_10_00_00,14,19115
19115,[N:1]-[C:2]=[C:3]>>[N:1].C-O-[C:2](-[C:3])-O-C_101_000_000,14,19116
19116,[c:3]1:[c:4]:[c:5]:[c:6]:[n:1]:[n:2]:1>>[N:1]-[N:2].O1-[C:3]-[C:4]=[C:5]-[C:6]-1_110000_000000_000000,14,19117
19117,[n:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[n:1].[N:2].O=[C:3]-[C:4]-[C:5]=O_12010_00000_00000,14,19118
19118,[C:1]1-[C:2]-[C:3]-1>>O=[C:1].[Br]-[Mg]-[C:2]-[C:3]_001_000_000,14,19119
19119,[C:1]1-[C:2]-[C:3]-[N:4]=[N:5]-1>>[C:1]=[C:2].[C:3]=[N:4]=[N:5]_00000_0001-1_00000,14,19120
19120,[N:3].[N:1]-[C:2]>>[N:1].C-C(=O)-O-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3]_10-1_000_000,14,19121
19121,[O:2].[O:1]-[C:3]>>[O:1].C-C(-C)(-C)-[Si](-C)(-C)-[O:2].C-c1:c:c:c(-S(=O)(=O)-O-[C:3]):c:c:1_1-10_000_000,14,19122
19122,[O:6]1-[C:1]-[C:2]-[C:3]-[C:4]=[C:5]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[O:6]_000000_000000_000000,14,19123
19123,[n:1]:[c:3]:[n:2]>>[N:1].O=[N:2]-[O-].C-C-O-[C:3](-O-C-C)-O-C-C_100_010_000,14,19124
19124,[N:1]-[c:3]1:[n:2]:[c:6]:[n:5]:[s:4]:1>>[N:1].[Na]-[N:2]=[C:3]=[S:4].C-S(=O)(=O)-O-[N:5]=[C:6]-Cl_100000_000000_000000,14,19125
19125,[c:3]1:[n:4]:[o:5]:[c:1]:[n:2]:1>>C-C-O-[C:1]-Cl.[N:2]-[C:3]=[N:4]-[O:5]_01001_00000_00000,14,19126
19126,[c:1]:[c:2]:[c:3]:[n:4]:[c:5]>>[c:1].C-O-[C:2](-O-C)-[C:3]/[N:4]=[C:5]_10100_00000_00000,14,19127
19127,[O:1]-[C:2]>>[O:1].[C:2]-O-C1-C-C-C-C-1_10_00_00,14,19128
19128,[c:1]-[C:2]>>Cl-[c:1].C-C1-C-C(-C)(-C)-O-B(-[C:2])-O-1_00_00_00,14,19129
19129,[O:1]-[C:2]=[O:3]>>[O:1].C-O-[C:2](-O-C)-[O:3]-C_100_000_000,14,19130
19130,[c:2]:[n:1]:[c:3]:[c:4]>>[N:1].Br-[c:2].[C:3]#[C:4]_200-1_0000_0000,14,19131
19131,[C:3]1-[C:1]-[C:2]-[C:5]-[N:4]-1>>[C:1]=[C:2].[C:3]/[N:4]=[C:5]_001-10_00000_00000,14,19132
19132,[C:1]-[N:4]-[C:3]=[N:2]>>I-[C:1].[N:2]-[C:3]=[N:4]_0100_0000_0000,14,19133
19133,[N:1]-[C:2]>>[N:1].F-C(-F)(-F)-C(-F)(-F)-C(=O)-O-[C:2]_10_00_00,14,19134
19134,[c:4]1:[c:3]:[n:1]:[n:2]:[c:5]:1>>[N:1]-[N:2].C-N(-C)/[C:3]=[C:4]/[C:5]=O_21000_00000_00000,14,19135
19135,[C:1]-[C:2]-[C:3]>>[C:1]-[Al](-[CH3])-[CH3].[C:2]=[C:3]_00-1_000_000,14,19136
19136,[O:1]-[C:3]=[O:2]>>[O:1].[O:2].Cl-[C:3](-Cl)-Cl_120_000_000,14,19137
19137,[c:1]1:[n:2]:[n:3]:[c:4]:[n:5]:1>>C-C-O-[C:1](-O-C-C)-O-C-C.[N:2]-[N:3]-[C:4]=[N:5]_02100_00000_00000,14,19138
19138,[c:1]-[P:3]=[O:2]>>Br-[c:1].C-C-[O:2]-[P:3]_000_000_000,14,19139
19139,[O:3].[c:1]-[C:2]>>[Br]-[Mg]-[c:1].[C:2]-[O:3]_00-1_000_000,14,19140
19140,[c:1]-[c:2]>>Br-[c:1].O-C(=O)-[c:2]_00_00_00,14,19141
19141,[C:2]-[N:1]-[C:4]-[N:5]-[C:3]>>[N:1].Cl-[C:2].Cl-[C:3].[C:4]=[N:5]_20000_00000_00000,14,19142
19142,[c:2]:[n:3]:[c:4]:[n:1]>>[n:1].[C:2]-[N:3].Cl-C(-Cl)(-Cl)-O-[C:4]-O-C(-Cl)(-Cl)-Cl_0110_0000_0000,14,19143
19143,[C:1]1-[C:2]-[O:3]-[N:4]-[C:5]-1>>[C:1]=[C:2].[O:3]-[N:4]=[C:5]_00000_00-110_00000,14,19144
19144,[c:1]-[n:2]>>[c:1].[n:2]_11_00_00,14,19145
19145,[N:3].[N:1]-[c:2]>>[N:1].C-S-[c:2].C-C(-C)(-C)-O-C(=O)-[N:3]_10-1_000_000,14,19146
19146,[O:3].[C:1]=[C:2]>>[C:1].O=[C:2].C-C(=O)-[O:3]_20-1_000_000,14,19147
19147,[O:3].[N:4].[N:1]-[C:2]>>[N:1].O-[C:2].C-C(-C)(-C)-[O:3].C-C(-C)(-C)-O-C(=O)-[N:4]_10-1-1_0000_0000,14,19148
19148,[c:1]:[o:2]:[n:3]:[c:4]>>Br-[c:1].[O:2]-[N:3]=[C:4]_0100_0000_0000,14,19149
19149,[C:2]1-[C:1]-[C:3]-1>>[C:1].Br-[C:2]-[C:3]-Br_200_000_000,14,19150
19150,[O:1].[C:2]-[O:3]>>C-C(=O)-[O:1].[C:2]=[O:3]_-1-1-1_000_000,14,19151
19151,[C:2]-[C:3]-[c:1]>>[c:1].[C:2].O=[C:3]_110_000_000,14,19152
19152,[N:3].[O:1]-[C:2]>>[O:1].C-C(-C)(-C)-O-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3]_10-1_000_000,14,19153
19153,[N:2].[O:1]-[C:3]>>[O:1].C-C(-C)(-C)-O-C(=O)-[N:2].C-S(=O)(=O)-O-[C:3]_1-10_000_000,14,19154
19154,[C:2]1-[C:1]-[C:3]-[C:4]-1>>Cl-[C:1]-[C:2]-Cl.[C:3]=[C:4]_0000_0000_0000,14,19155
19155,[C:1]-[N:3]-[C:2]>>C-C(-C)(-C)-O-[C:1].[C:2]#[N:3]_0-2-1_000_000,14,19156
19156,[C:1]-[S:2]>>Br-[C:1].N-C(=N)-[S:2]_00_00_00,14,19157
19157,[N:1].[O:2]=[C:3]-[C:4]>>C-C(-C)(-C)-O-C(=O)-[N:1].C-C-[O:2]-[C:3]=[C:4]_-100-1_0000_0000,14,19158
19158,[C:4]-[O:3]-[c:2]:[n:1]>>[n:1]:[c:2]=[O:3].C-S(=O)(=O)-O-[C:4]_1000_0000_0000,14,19159
19159,[O:2]-[c:3](:[c:1]):[c:4]:[c:5]:[n:6]>>[c:1].C-[O:2]-[C:3](=O)-[C:4]=[C:5]-[N:6]_1-10001_000000_000000,14,19160
19160,[N:1]-[C:2]>>[N:1].Br-[C:2]_10_00_01,14,19161
19161,[N:1]=[C:2]>>[N:1].O-[C:2]-O_20_00_00,14,19162
19162,[C:1]-[N:4]-[C:3]-[O:2]>>[C:1]-[O:2].[C:3]=[N:4]_0000_0000_0000,14,19163
19163,[n:2].[c:1]-[c:3]>>Br-[c:1].[n:2]-C1-C-C-C-C-O-1.C-C1(-C)-O-B(-[c:3])-O-C-1(-C)-C_0-10_000_000,14,19164
19164,[C:1]-[C:4]-[C:3]=[C:2]>>I-[C:1].[C:2]-[C:3]=[C:4]_0100_0000_0000,14,19165
19165,[O:2].[N:1]=[C:3]>>[N:1].C-C-[O:2].O=[C:3]_2-10_000_000,14,19166
19166,[c:1]-[O:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1_00_00_00,14,19167
19167,[C:1]-[S:3]-[O:2]>>[C:1].[O:2]=[S:3]_1-10_000_000,14,19168
19168,[N:3].[N:1]-[C:2]>>[N:1].O-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3]-C(=O)-O-C(-C)(-C)-C_10-2_000_000,14,19169
19169,[O:1]=[C:2]-[C:3]>>C-C(=O)-[O:1]-[c:2]:[c:3]_00-1_000_000,14,19170
19170,[c:1]-[F:2]>>N-[c:1].C-C-[O+](-C-C)-[B-](-F)(-F)-[F:2]_00_00_00,14,19171
19171,[N:1]-[C:2]>>[N:1].C-N-[C:2]_10_00_00,14,19172
19172,[O:2].[C:1]-[C:3]>>[C:1].C-[O:2].Br-[C:3]_1-10_000_000,14,19173
19173,[c:2]:[n:1]:[c:3]:[n:4]>>[N:1].C-O-[C:2].C-N(-C)-[C:3]=[N:4]_2000_0000_0000,14,19174
19174,[C:1]-[C:2]>>Br-[C:1].Cl-[C:2]_00_00_00,14,19175
19175,[N:3].[N:1]-[S:2]>>[N:1].Cl-[S:2].F-C(-F)(-F)-C(=O)-[N:3]_10-1_000_000,14,19176
19176,[C:1]-[C:2]>>[C:1].Cl-[C:2]_10_00_20,14,19177
19177,[c:1]-[c:2]>>Cl-[c:1].[c:2]-B1-O-C-C-C-O-1_00_00_00,14,19178
19178,[O:2].[N:1]-[C:3]>>[N:1].C-[O:2].C-S(=O)(=O)-O-[C:3]_1-10_000_000,14,19179
19179,[n:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[N:1].[N:2].C-O-[C:3]-[C:4]-[C:5]=O_11010_00000_00000,14,19180
19180,[c:5]1:[n:4]:[n:3]:[c:2]:[n:1]:1>>[N:1]-[C:2]=[N:3]-[N:4].[C:5](-n1:c:c:n:c:1)-n1:c:c:n:c:1_10010_00000_00000,14,19181
19181,[C:2]-[C:3]-[S:1]>>[S:1].[C:2]=[C:3]_0-10_-100_000,14,19182
19182,[c:4]1:[c:5]:[n:6]:[c:2]:[c:1]:[n:3]:1>>O=[C:1]-[C:2]=O.[N:3]-[C:4]-[C:5]-[N:6]_002112_000000_000000,14,19183
19183,[C:4]-[O:3]-[C:2]=[C:1]>>[C:1]-[C:2]=[O:3].C-[Si](-C)(-C)-[C:4]=[N+]=[N-]_100-2_0000_0000,14,19184
19184,[n:3].[N:1]-[S:2]>>[N:1].Cl-[S:2].C-[Si](-C)(-C)-C-C-O-C-[n:3]_10-1_000_000,14,19185
19185,[Br:4]-[C:3]-[C:2]=[O:1]>>[O:1]-[C:2]=[C:3].O=C1-C-C-C(=O)-N-1-[Br:4]_1000_0000_0000,14,19186
19186,[c:1]-[Cl:2]>>C-S-[c:1].Cl-C-[Cl:2]_00_00_00,14,19187
19187,[O:1]-[C:2]>>[Na]-[O:1].O-[C:2]_00_00_00,14,19188
19188,[c:1]-[C:2]>>Cl-[c:1].N#[C]-[Cu]-[C:2]_00_00_00,14,19189
19189,[c:1]-[C:2]>>C-O-[c:1].[Br]-[Mg]-[C:2]_00_00_00,14,19190
19190,[C:2]-[N:5]-[C:4](=[S:3])-[N:1]>>[N:1].O-[C:2].[S:3]-[C:4]#[N:5]_1000-1_00-100_00000,14,19191
19191,[C:1]-[C:4]-[C:3]=[C:2]>>O=C(-[C:1])-O-[C:2]-[C:3]=[C:4]_0000_0000_0000,14,19192
19192,[C:1]-[N:4]-[c:3]:[n:2]>>O-[C:1].[n:2]:[c:3]=[N:4]_0100_0000_0000,14,19193
19193,[O:6]-[C:5]1-[C:4]-[S:3]-[C:2]=[N:1]-1>>[N:1]-[C:2]=[S:3].Br-[C:4]-[C:5]=[O:6]_20000-1_000000_000000,14,19194
19194,[O:3].[O:1]-[c:2]>>[O:1].Cl-[c:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_10-1_000_000,14,19195
19195,[c:1]1:[c:2]:[n:3]:[c:4]:[o:5]:1>>C-C-O-[C:1](-O-C-C)-[C:2]-[N:3]-[C:4]=[O:5]_01100_00000_00000,14,19196
19196,[S:1]-[O:4]-[C:3]=[N:2]>>Cl-[S:1].[N:2]-[C:3]=[O:4]_0100_0000_0000,14,19197
19197,[C:1]-[S:4]-[C:3]=[O:2]>>I-[C:1].[K]-[O:2]-[C:3]=[S:4]_0000_0000_0000,14,19198
19198,[n:3].[c:1]-[c:2]>>Br-[c:1].O-B(-O)-[c:2].C-c1:c:c:c(-S(=O)(=O)-[n:3]):c:c:1_00-1_000_000,14,19199
19199,[N:3].[c:1]-[c:2]>>Br-[c:1].O-B(-O)-[c:2].F-C(-F)(-F)-C(=O)-[N:3]_00-1_000_000,14,19200
19200,[c:4]1:[n:3]:[c:2]:[n:1]:[o:5]:1>>O/[N:1]=[C:2]/[N:3]-[C:4]=[O:5]_00100_00000_00000,14,19201
19201,[O:3].[c:1]-[c:2]>>Br-[c:1].O-B(-O)-[c:2].C-C(=O)-[O:3]_00-1_000_000,14,19202
19202,[Br:1]-[c:2]:[n:3]:[c:5](-[N:6]):[c:4]>>[Br:1].[C:2]#[N:3].[C:4]-[C:5]#[N:6]_10010-2_000000_000000,14,19203
19203,[O:1].[c:3]1:[c:2]:[n:4]:[n:5]:[n:6]:1>>C-C-[O:1].O=[C:2]-[C:3].[N:4]=[N:5]=[N:6]_-102000_00001-1_000000,14,19204
19204,[c:1]1:[n:2]:[c:3]:[n:4]:[o:5]:1>>C-O-[C:1](-O-C)-O-C.[N:2]-[C:3]=[N:4]-[O:5]_02001_00000_00000,14,19205
19205,[C:1]-[c:2]>>C-[Si](-C)(-C)-[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,14,19206
19206,[C:1]-[N:2]>>C-O-[C:1].[N-]=[N+]=[N:2]_0-1_00_00,14,19207
19207,[n:1]-[C:2]>>[n:1].O=[N+](-[O-])-c1:c:c:c(-O-[C:2]):c:c:1_10_00_00,14,19208
19208,[C:1]-[O:4]-[C:3]=[C:2]>>C-C-O-C(-O-[C:1])-O-C-C.[C:2]-[C:3]=[O:4]_0100_0000_0000,14,19209
19209,[C:1]#[C:2]>>O=[C:1].Br-[C:2](-Br)(-Br)-Br_1-1_00_00,14,19210
19210,[c:3]1:[c:2]:[n:1]:[c:5]:[c:4]:1>>[N:1].O=[C:2]-[C:3].Br-[C:4]-[C:5]=O_30210_10000_00000,14,19211
19211,[C:3]=[C:2]-[C:1]-[C:7]-[C:6]-[C:4]=[O:5]>>[C:1]=[C:2]-[C:3]-[C:4](-[O:5])-[C:6]=[C:7]_00001-10_0000000_0000000,14,19212
19212,[N:1]-[C:3]=[N:2]>>[N:1].[N:2].C-C-O-[C:3]=O_120_000_000,14,19213
19213,[c:1]:[n:2]:[c:3]:[n:4]>>O=[C:1].[N:2]=[C:3]/[N:4]_0200_0000_0000,14,19214
19214,[O:1]=[C:2]>>[O-]-[O+]=[O:1].[C:2]=C/c1:c:c:c:c:c:1_00_00_00,14,19215
19215,[c:2]1:[c:5]:[c:4]:[c:3]:[n:1]:1>>[N:1].C-O-[C:2]1-O-[C:3](-O-C)-[C:4]-[C:5]-1_30011_10000_00000,14,19216
19216,[C:1]-[S:4]-[C:3]=[N:2]>>Cl-[C:1].[N:2]-[C:3]=[S:4]_0000_0-100_0000,14,19217
19217,[C:1]-[c:2]>>C-O-[C:1].[Br]-[Mg]-[c:2]_00_00_00,14,19218
19218,[N:1]-[C:2]>>[N:1].O=c1:c:c:c:c:n:1-[C:2]_10_00_00,14,19219
19219,[O:2].[c:1]-[C:3]>>Br-[c:1].C-[O:2].C-C1(-C)-O-B(-[C:3])-O-C-1(-C)-C_0-10_000_000,14,19220
19220,[n:1]:[n:2]-[C:3]>>[n:1]:[n:2].C-C(-C)(-C)-O-C(=O)-O-[C:3]_100_000_000,14,19221
19221,[O:1]-[c:2]>>[O:1].[c:2]-O-C-c1:c:c:c:c:c:1_10_00_00,14,19222
19222,[F:2]-[C:1]-[F:3]>>O=[C:1].[F:2]-[S+](-[F:3])-N1-C-C-O-C-C-1_000_000_000,14,19223
19223,[n:3].[c:1]-[c:2]>>Br-[c:1].I-[c:2].[n:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00-1_000_000,14,19224
