,Template,edit_site,change_H,change_C,change_S,Frequency
14004,[Br:4]-[C:3]-[C:2]=[C:1]>>[C:1]-[C:2]=[C:3].O=C1-C-C-C(=O)-N-1-[Br:4]_1000_0000_0000,"{'A': [], 'B': [(3, 4)], 'C': [(2, 1), (1, 2)], 'R': []}","{3: 0, 2: 0, 1: 1, 4: 0}","{3: 0, 2: 0, 1: 0, 4: 0}","{3: 0, 2: 0, 1: 0, 4: 0}",2
14005,[C:1]-[C:2]-[C:3]-[C:4]=[C:5]>>[C:1]=[C:2].[C:3]=[C:4]/[C:5]_-10001_00000_00000,"{'A': [], 'B': [(2, 3)], 'C': [(4, 5), (5, 4)], 'R': []}","{3: 0, 4: 0, 5: 1, 2: 0, 1: -1}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}",8
14006,[C:1]-[C:2]>>Br-[C:1].[C:2]-[Zn]-[I]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
14007,[C:1].[C:2]=[N:3]>>O=[c:1].[c:2]:[n:3]_-200_000_000,"{'A': [1], 'B': [], 'C': [(2, 3), (3, 2)], 'R': []}","{2: 0, 3: 0, 1: -2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",5
14008,[C:1]-[O:2]>>C-[C:1].[K]-[O:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
14009,[O:1]>>C-O-C(=O)-C-C(-C)(-C)-C-C(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2
14010,[c:1]:[n:4]:[n:3]:[c:2]>>F-[c:1].[C:2]=[N:3]\[N:4]_0001_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [(2, 3), (3, 2)], 'R': []}","{2: 0, 3: 0, 4: 1, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",7
14011,[O:1].[C:2]-[O:3]>>C-[Si](-C)(-C)-[O:1].[C:2]=[O:3]_-1-1-1_000_000,"{'A': [1], 'B': [], 'C': [(2, 3), (3, 2)], 'R': []}","{1: -1, 2: -1, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",3
14012,[O:2].[O:1]=[c:3]:[n:4]>>O-[O:1].C-C-[O:2].[c:3]:[n:4]_1-11-1_0000_0000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 4: -1, 3: 1, 1: 1}","{2: 0, 4: 0, 3: 0, 1: 0}","{2: 0, 4: 0, 3: 0, 1: 0}",1
14013,[c:3]1:[c:2]:[n:1]:[c:5]:[n:4]:1>>[N:1].O=[C:2].C-c1:c:c:c(-S(=O)(=O)-[C:3]-[N:4]#[C:5]):c:c:1_2110-1_0001-1_00000,"{'A': [], 'B': [(1, 2), (1, 5), (2, 3)], 'C': [], 'R': []}","{1: 2, 2: 1, 3: 1, 4: 0, 5: -1}","{1: 0, 2: 0, 3: 0, 4: 1, 5: -1}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0}",7
14014,[C:1]-[C:2]=[O:3]>>O=C(-O-C-c1:c:c:c:c:c:1)-[C:1]=[C:2]-[O:3]_-201_000_000,"{'A': [1], 'B': [], 'C': [(2, 3), (3, 2)], 'R': []}","{2: 0, 3: 1, 1: -2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
14015,[C:2]-[C:3]=[O:1]>>O=C-[O:1].[C:2]#[C:3]_1-20_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -2, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",4
14016,[O:2].[O:1]-[c:3]>>[O:1].C-[O:2].C-C-C-C-O-[c:3]_1-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 1, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
14017,[O:2]1-[N:1]-[C:3]-[C:4]=[C:5]-[C:6]-1>>[N:1]-[O:2].[C:3]=[C:4]/[C:5]=[C:6]_110000_000000_000000,"{'A': [], 'B': [(2, 6), (1, 3)], 'C': [(5, 4), (4, 5)], 'R': []}","{6: 0, 5: 0, 4: 0, 3: 0, 1: 1, 2: 1}","{6: 0, 5: 0, 4: 0, 3: 0, 1: 0, 2: 0}","{6: 0, 5: 0, 4: 0, 3: 0, 1: 0, 2: 0}",1
14018,[c:2]1:[c:3]:[c:4]:[o:5]:[n:1]:1>>O-[N:1].O/[C:2]=[C:3]/[C:4]=[O:5]_20000_00000_00000,"{'A': [], 'B': [(1, 2), (1, 5)], 'C': [(3, 4), (4, 3)], 'R': []}","{3: 0, 2: 0, 1: 2, 5: 0, 4: 0}","{3: 0, 2: 0, 1: 0, 5: 0, 4: 0}","{3: 0, 2: 0, 1: 0, 5: 0, 4: 0}",1
14019,[N:3].[c:1]-[c:2]>>C-S-[c:1].[CH3]-[Sn](-[CH3])(-[CH3])-[c:2].C-C(-C)(-C)-O-C(=O)-[N:3]_00-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
14020,[O:1]>>O=C(-[O:1])-C-C-C1-C-C-C-C-1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
14021,[c:4]1:[n:3]:[c:2]:[n:1]:[o:5]:1>>O-[N:1]/[C:2]=[N:3]/[C:4]=[O:5]_10000_00000_00000,"{'A': [], 'B': [(1, 5)], 'C': [(4, 3), (3, 4), (3, 2), (2, 3)], 'R': []}","{4: 0, 5: 0, 1: 1, 2: 0, 3: 0}","{4: 0, 5: 0, 1: 0, 2: 0, 3: 0}","{4: 0, 5: 0, 1: 0, 2: 0, 3: 0}",3
14022,[N:3].[c:1]-[C:2]>>[c:1].Cl-[C:2].C-C(=O)-[N:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 1, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",4
14023,[C:1]-[C:4].[O:2]=[C:3]>>C-[Si](-C)(-C)-[C:1].C1-C-[O:2]-[C:3]-O-1.C-S(=O)(=O)-O-[C:4]_0000_0000_0000,"{'A': [3, 2], 'B': [(1, 4)], 'C': [], 'R': []}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}",1
14024,[C:2]=[C:1]-[C:3]=[O:4]>>Br-[C:1](-[C:2])-[C:3](-O-C)-[O:4]-C_0100_0000_0000,"{'A': [3, 4, 1], 'B': [], 'C': [], 'R': []}","{3: 0, 4: 0, 1: 0, 2: 1}","{3: 0, 4: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}",5
14025,[O:3].[C:1]=[C:2]>>Br-[C:1]-[C:2].C-C(=O)-[O:3]_01-1_000_000,"{'A': [3, 1], 'B': [], 'C': [], 'R': []}","{3: -1, 1: 0, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
14026,[c:4]1:[n:3]:[c:2]:[n:1]:[o:5]:1>>O/[N:1]=[C:2]\[N:3].O-C1-C-C-C(=O)-N-1-O-[C:4]=[O:5]_00200_00000_00000,"{'A': [], 'B': [(3, 4), (1, 5)], 'C': [], 'R': []}","{4: 0, 5: 0, 1: 0, 2: 0, 3: 2}","{4: 0, 5: 0, 1: 0, 2: 0, 3: 0}","{4: 0, 5: 0, 1: 0, 2: 0, 3: 0}",2
14027,[n:1]>>C-[Si](-C)(-C)-C-C-O-[n:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
14028,[N:6]-[c:5]1:[c:4]:[c:3]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-C-O\[C:3]=[C:4]\[C:5]#[N:6]_21000-2_000000_000000,"{'A': [], 'B': [(1, 3), (2, 5)], 'C': [], 'R': []}","{3: 0, 4: 0, 5: 0, 6: -2, 2: 1, 1: 2}","{3: 0, 4: 0, 5: 0, 6: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 5: 0, 6: 0, 2: 0, 1: 0}",4
14029,[N:1]-[C:2]>>[N:1].Br-c1:c:c:c(-C(=O)-O-[C:2]):c2:c:c:c:c:c:1:2_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
14030,[S:1]-[S:4]-[c:3]:[n:2]>>Cl-[S:1].[n:2]:[c:3]=[S:4]_0100_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [], 'R': [2, 2]}","{2: 1, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",1
14031,[C:1]-[N:2]>>O-[C:1].C-C(-C)(-C)-O-C(=O)-[N:2]_00_00_20,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 2}",1
14032,[N:1]>>O-c1:c:c:c:c(-O-C-C-[N:1]):c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
14033,[c:1]1:[n:2]:[c:3]:[n:4]:[n:5]:1>>C-O-[C:1]=[N:2].O=[C:3]-[N:4]-[N:5]_01011_00000_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{3: 0, 4: 1, 5: 1, 1: 0, 2: 1}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}",2
14034,[O:3].[N:2]-[C:4]=[N:1]>>[N:1].[N:2].C-[O:3].Cl-[C:4]=O_21-10_0000_0000,"{'A': [3], 'B': [(1, 4), (2, 4)], 'C': [], 'R': []}","{3: -1, 4: 0, 1: 2, 2: 1}","{3: 0, 4: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}",1
14035,[C:1]-[O:2]>>N-[C:1].C-C-[O:2]-C-C_00_01_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 1, 1: 0}","{2: 0, 1: 0}",1
14036,[n:1]>>O-C-[C@H]1-O-[C@H](-[n:1])-C-[C@@H]-1-N=[N+]=[N-]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
14037,[O:6]-[c:5]1:[c:4]:[c:3]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-O-[C:3]=[C:4]-[C:5](=O)-[O:6]-C_21000-1_000000_000000,"{'A': [6], 'B': [(2, 5), (1, 3)], 'C': [], 'R': []}","{2: 1, 1: 2, 3: 0, 4: 0, 5: 0, 6: -1}","{2: 0, 1: 0, 3: 0, 4: 0, 5: 0, 6: 0}","{2: 0, 1: 0, 3: 0, 4: 0, 5: 0, 6: 0}",2
14038,[n:1]>>F-c1:c:c:c:c:c:1-C-[n:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
14039,[N:3].[c:1]1:[n:2]:[c:4]:[n:5]:[n:6]:1>>[C:1]#[N:2].F-C(-F)(-F)-C(=O)-[N:3].O=[C:4]-[N:5]-[N:6]_0-1-1012_000000_000000,"{'A': [3], 'B': [(2, 4), (1, 6)], 'C': [], 'R': []}","{4: 0, 5: 1, 6: 2, 1: 0, 3: -1, 2: -1}","{4: 0, 5: 0, 6: 0, 1: 0, 3: 0, 2: 0}","{4: 0, 5: 0, 6: 0, 1: 0, 3: 0, 2: 0}",1
14040,[n:3].[n:1]-[C:2]>>[n:1].I-[C:2].[n:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",3
14041,[N:1]-[Br:2]>>[N:1].O=C1-C-C-C(=O)-N-1-[Br:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
14042,[N:4].[C:1]-[c:3]:[n:2]>>C-[Si](-C)(-C)-[C:1].[O-]-[n:2]:[c:3].C-C(-C)(-C)-O-C(=O)-[N:4]-C(=O)-O-C(-C)(-C)-C_001-2_0100_0000,"{'A': [2, 4], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 1, 1: 0, 2: 0, 4: -2}","{3: 0, 1: 0, 2: 1, 4: 0}","{3: 0, 1: 0, 2: 0, 4: 0}",1
14043,[c:1]-[c:2]>>Br-[c:1].C-C(-C)-[Si](-O-c1:c:c:c(-B2-O-B(-[c:2])-O-B(-c3:c:c:c(-O-[Si](-C(-C)-C)(-C(-C)-C)-C(-C)-C):c:c:3)-O-2):c:c:1)(-C(-C)-C)-C(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
14044,[C:1]>>O-C-[C:1]_-1_0_2,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 2},3
14045,[N:4].[C:2]-[C:3]-[N:1]>>[N:1].[C:2]=[C:3].C-O-c1:c:c:c(-C-[N:4]):c:c:1_1-10-1_0000_0000,"{'A': [4], 'B': [(1, 3)], 'C': [], 'R': []}","{4: -1, 1: 1, 3: 0, 2: -1}","{4: 0, 1: 0, 3: 0, 2: 0}","{4: 0, 1: 0, 3: 0, 2: 0}",1
14046,[C:2]-[N:4]-[C:3]-[N:1]>>[N:1].[C:2]-[C:3]-[O-].O=P(-O-c1:c:c:c:c:c:1)(-O-c1:c:c:c:c:c:1)-[N:4]=[N+]=[N-]_100-1_0000_0000,"{'A': [], 'B': [(1, 3), (3, 4), (2, 4)], 'C': [], 'R': []}","{1: 1, 3: 0, 4: -1, 2: 0}","{1: 0, 3: 0, 4: 0, 2: 0}","{1: 0, 3: 0, 4: 0, 2: 0}",1
14047,[O:3].[c:1]-[C:2]>>Br-[c:1].[C:2]-[Cu].C-C-[O:3]_00-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",3
14048,[C:1].[C:2].[N:3]>>O=[C:1].O=[C:2].C-C(=O)-[N:3]_-2-2-1_000_000,"{'A': [3, 1, 2], 'B': [], 'C': [], 'R': []}","{3: -1, 1: -2, 2: -2}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",2
14049,[C:2].[O:1]>>C-O-C-[O:1].O=[C:2]_-1-2_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",6
14050,[O:1].[O:2].[O:3].[O:4]>>[O:1]-C(-c1:c:c:c:c:c:1)-[O:2].[O:3]-C(-c1:c:c:c:c:c:1)-[O:4]_-1-1-1-1_0000_0000,"{'A': [3, 1, 2, 4], 'B': [], 'C': [], 'R': []}","{3: -1, 1: -1, 2: -1, 4: -1}","{3: 0, 1: 0, 2: 0, 4: 0}","{3: 0, 1: 0, 2: 0, 4: 0}",1
14051,[c:1]1:[c:2]:[c:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[C:3]=[N:4]=[N:5]_001-10_0001-1_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{3: 1, 4: -1, 5: 0, 1: 0, 2: 0}","{3: 0, 4: 1, 5: -1, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}",13
14052,[C:1]-[S:4]-[c:3](:[c:2]):[n:5]:[c:6]:[c:7]:[c:8]:[c:9]:[c:10]>>Br-[C:1].[C:2]-[C:3](=[S:4])-[N:5]=[C:6]-[C:7]=[C:8]-[C:9]=[C:10]_0100000000_0000000000_0000000000,"{'A': [], 'B': [(1, 4)], 'C': [(2, 3), (3, 2), (3, 5), (5, 3), (5, 6), (6, 5), (6, 7), (7, 6), (10, 9), (9, 10), (9, 8), (8, 9), (8, 7), (7, 8)], 'R': []}","{2: 1, 3: 0, 4: 0, 1: 0, 5: 0, 6: 0, 10: 0, 9: 0, 8: 0, 7: 0}","{2: 0, 3: 0, 4: 0, 1: 0, 5: 0, 6: 0, 10: 0, 9: 0, 8: 0, 7: 0}","{2: 0, 3: 0, 4: 0, 1: 0, 5: 0, 6: 0, 10: 0, 9: 0, 8: 0, 7: 0}",1
14053,[O:3].[N:1]-[C:2]>>[Li]-[N:1].[C:2]-[O:3]_00-1_000_010,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 1, 3: 0}",1
14054,[c:4]1:[c:3]:[n:1]:[n:2]:[c:5]:1>>[N:1]-[N:2].O/[C:3]=[C:4]\[C:5]=O_12000_00000_00000,"{'A': [], 'B': [(1, 3), (2, 5)], 'C': [], 'R': []}","{4: 0, 3: 0, 1: 1, 2: 2, 5: 0}","{4: 0, 3: 0, 1: 0, 2: 0, 5: 0}","{4: 0, 3: 0, 1: 0, 2: 0, 5: 0}",1
14055,[N:2]=[C:1]-[N:3]>>[C:1]#[N:2].C-C(-C)(-C)-O-C(=O)-[N:3]_0-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 2: -1, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",3
14056,[B:1]-[c:2]>>[B:1].Cl-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
14057,[C:1]-[C:3]-[C:2]-[F:4]>>[C:1]-[C:2]-[C:3]-[F:4]_0000_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}",2
14058,[Cl:1]-[C:3]-[C:4]-[O:2]>>[Cl:1]-[O:2].[C:3]=[C:4]_0000_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{4: 0, 2: 0, 3: 0, 1: 0}","{4: 0, 2: 0, 3: 0, 1: 0}","{4: 0, 2: 0, 3: 0, 1: 0}",1
14059,[N:3].[O:1]-[C:2]>>[O:1].C-C(-C)(-C)-O-[C:2].C-O-C(=O)-[N:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
14060,[O:3].[O:4].[C:1]=[C:2]>>Br-[C:1]-[C:2].C-C(=O)-[O:3].C-C(=O)-[O:4]_01-1-1_0000_2000,"{'A': [3, 4, 1], 'B': [], 'C': [], 'R': []}","{3: -1, 4: -1, 2: 1, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 2}",1
14061,[n:2].[N:1]-[C:3]>>[N:1].C-[Si](-C)(-C)-C-C-O-C-[n:2].C-C(-C)-N(-C(-C)-C)-C(=O)-O-[C:3]_1-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: -1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",2
14062,[c:4]1:[c:5]:[c:6]:[n:3]:[c:2]:[n:1]:1>>[N:1]-[C:2]=[N:3].C-C-O-[C:4]-[C:5]=[C:6]-N(-C)-C_101000_000000_000000,"{'A': [], 'B': [(1, 4), (3, 6)], 'C': [], 'R': []}","{4: 0, 5: 0, 6: 0, 3: 1, 2: 0, 1: 1}","{4: 0, 5: 0, 6: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 5: 0, 6: 0, 3: 0, 2: 0, 1: 0}",1
14063,[O:4]-[c:3]1:[c:5]:[c:6]:[n:7]:[c:1]:[c:2]:1>>C-C-O-[C:1]-[C:2]-C(=O)-O-C-C.C-C-O-[C:3](=[O:4])/[C:5]=[C:6]/[N:7]_010-1001_0000000_0000000,"{'A': [], 'B': [(2, 3), (1, 7)], 'C': [(5, 6), (6, 5)], 'R': []}","{3: 0, 4: -1, 5: 0, 6: 0, 7: 1, 1: 0, 2: 1}","{3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 1: 0, 2: 0}",1
14064,[c:1]:[c:2]:[c:3]:[n:4]>>[C:1]-[C:2]-[C:3]-[N:4]_1111_0000_1220,"{'A': [], 'B': [], 'C': [(2, 1), (1, 2), (2, 3), (3, 2), (4, 3), (3, 4)], 'R': []}","{2: 1, 1: 1, 4: 1, 3: 1}","{2: 0, 1: 0, 4: 0, 3: 0}","{2: 2, 1: 1, 4: 0, 3: 2}",1
14065,[O:2]-[C:1]-[C:3]>>[C:1]=[O:2].C-[Si](-C)(-C)-[C:3]-[Si](-C)(-C)-C_0-1-1_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: -1, 1: 0, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",3
14066,[n:3].[N:1]-[c:2]>>[N:1].I-[c:2].C-[Si](-C)(-C)-C-C-O-C-[n:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",5
14067,[Cl:1]-[Si:2]>>[Cl:1].C-[Si](-C)(-C-O-c1:n:c:c:c:n:1)-O-[Si:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
14068,[C:3].[N:1]-[C:2]>>[N:1].Br-[C:2].C-[Si](-C)(-C)-[C:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
14069,[N:2]-[C:3]-[O:1]>>[O:1].Cl-C-C(=O)-[N:2].Cl-C(-Cl)(-Cl)-O-[C:3]-O-C(-Cl)(-Cl)-Cl_100_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
14070,[c:1]1:[n:5]:[c:4]:[n:3]:[o:2]:1>>Cl-[C:1]=[O:2].O-[N:3]\[C:4]=[N:5]/[H]_00100_00000_00000,"{'A': [], 'B': [(1, 5), (2, 3)], 'C': [], 'R': []}","{5: 0, 4: 0, 3: 1, 2: 0, 1: 0}","{5: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{5: 0, 4: 0, 3: 0, 2: 0, 1: 0}",4
14071,[N:1].[N:2].[N:3]>>O=C-[N:1].O=C-[N:2].O=C-[N:3]_-1-1-1_000_000,"{'A': [2, 1, 3], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2
14072,[c:5]1:[c:4]:[n:1]:[c:2]:[n:3]:[c:6]:1>>[N:1]-[C:2]=[N:3].O=[C:4]-[C:5]-[C:6]=O_201010_000000_000000,"{'A': [], 'B': [(1, 4), (3, 6)], 'C': [], 'R': []}","{5: 1, 4: 0, 1: 2, 2: 0, 3: 1, 6: 0}","{5: 0, 4: 0, 1: 0, 2: 0, 3: 0, 6: 0}","{5: 0, 4: 0, 1: 0, 2: 0, 3: 0, 6: 0}",3
14073,[N:5].[N:1]-[C:2].[O:3]=[C:4]>>[N:1].[C:2]-[O]-[K].C1-C-[O:3]-[C:4]-O-1.C-O-c1:c:c:c(-C-[N:5]):c:c:1_1000-1_00000_00000,"{'A': [4, 3, 5], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 4: 0, 3: 0, 5: -1}","{1: 0, 2: 0, 4: 0, 3: 0, 5: 0}","{1: 0, 2: 0, 4: 0, 3: 0, 5: 0}",2
14074,[O:3].[C:1]-[c:2]>>[C:1].Br-[c:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
14075,[c:4]1:[c:1]:[n:2]:[c:3]:[o:5]:1>>[C:1]-[N:2]#[C:3].O=C(-O-[C:4]=[O:5])-C1-C-C-1_20-100_01-100_00000,"{'A': [], 'B': [(1, 4), (3, 5)], 'C': [], 'R': []}","{1: 2, 2: 0, 3: -1, 5: 0, 4: 0}","{1: 0, 2: 1, 3: -1, 5: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 5: 0, 4: 0}",1
14076,[N:5]-[c:4](:[c:1]):[n:3]:[c:2]>>[C:1].[C:2]=[N:3]/[C:4]#[N:5]_2000-2_00000_00000,"{'A': [], 'B': [(1, 4)], 'C': [(2, 3), (3, 2)], 'R': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: -2}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0}",2
14077,[c:1]-[C:2]>>I-[c:1].Cl-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",9
14078,[C:3]=[O:4].[O:1]=[C:2]>>[O:1].C-N(-C)-N=[C:2].C-O-[C:3]-[O:4]-C_2000_0000_0000,"{'A': [3, 4], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}",1
14079,[O:4].[c:2]:[n:1]:[c:3]>>[N:1].[c:2]:o:[c:3].C-C(-C)(-C)-[Si](-C)(-C)-[O:4]_200-1_0000_0000,"{'A': [4], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 4: -1, 1: 2, 3: 0}","{2: 0, 4: 0, 1: 0, 3: 0}","{2: 0, 4: 0, 1: 0, 3: 0}",2
14080,[C:1]-[C:4]-[C:3]=[O:2]>>I-[C:1].C-[Si](-C)(-C)-[O:2]-[C:3]=[C:4]_0000_0000_0000,"{'A': [2], 'B': [(1, 4)], 'C': [], 'R': []}","{4: 0, 1: 0, 3: 0, 2: 0}","{4: 0, 1: 0, 3: 0, 2: 0}","{4: 0, 1: 0, 3: 0, 2: 0}",1
